id,name,age,badge,past_purchase_amt
689,Magnolia Lowman,33,gold,16.619999999999997
690,Brian Kamphoefner,34,silver,51.88
691,Daniel Bergman,40,bronze,7.19
692,Betty Forsman,32,bronze,42.63
693,Robert Loman,40,bronze,16.67
694,Caroline Hinson,37,gold,16.68
695,Marybeth Bloom,30,gold,81.69
696,Jonathan Perry,33,bronze,11.7
697,Beverly Poe,26,bronze,11.43
698,Corrine Stansell,36,bronze,11.83
699,Gerald Drake,27,gold,6.34
700,Angelia Bearden,38,bronze,9.83
701,Angelo Mcclendon,43,silver,31.67
702,Catherine Adams,35,gold,16.73
703,Sandy Corbett,22,gold,43.04
704,Steve Aumiller,37,gold,50.72
705,Sylvia Adams,26,silver,75.68
706,Michelle Mitchell,41,bronze,9.8
707,Carla Scruggs,39,bronze,6439.29
708,Patricia Samson,37,bronze,5.8
709,Kellie Lloyd,41,silver,36.58
710,Mary Limones,35,silver,6.71
711,Rebekah Boblitt,40,bronze,36.41
712,Patricia Clay,40,bronze,1207.73
713,George Thomas,29,bronze,13.6
714,Annette Castor,38,silver,93.83
715,David Santana,24,silver,8.55
716,Ashley James,29,silver,30.89
717,Emma Compton,45,bronze,15.5
718,James Trujillo,30,gold,780.3
719,Jennifer Roberts,40,bronze,8.32
720,Sarah Atkinson,32,silver,18.5
721,Theresa Graddy,37,gold,9.08
722,Nikole Rimmer,30,silver,44.29
723,Bethany Sanchez,43,bronze,34.9
724,Rose Johnson,28,bronze,19.490000000000002
725,Eric Henriquez,38,bronze,37.18
726,Leo Hudson,29,silver,30.1
727,Donald Maynard,43,silver,11.620000000000001
728,James Sanchez,34,silver,31.46
729,Michael Bell,42,silver,13.620000000000001
730,Carlton Grajeda,29,bronze,1046.37
731,Ginger Rice,32,bronze,47.81
732,Linda Grisson,20,bronze,45.63
733,Cameron Salcedo,38,silver,18.82
734,Michael Newsom,33,bronze,56.5
735,Jeremy Wolford,30,bronze,16.13
736,Renee Broenneke,27,silver,30.73
737,Maria Ruda,41,bronze,24.92
738,Diane Godina,30,bronze,12.54
739,Donald Kearns,42,silver,24.08
740,Irving Coughlin,30,bronze,7.15
741,Billy Duran,36,bronze,10.47
742,Cynthia Davis,45,silver,28.52
743,Ronald Booth,32,bronze,14.940000000000001
744,James Griffin,32,gold,106.16
745,Nancy Parker,45,gold,17.77
746,Robert Harper,35,bronze,23.09
747,Lacy Walling,28,silver,9.379999999999999
748,Cortney Archila,43,silver,30.54
749,Liza Petersen,41,gold,13.16
750,Ronald Johnson,35,silver,16.48
751,Donald Sturgeon,24,bronze,6.44
752,Mitzi Miller,41,bronze,18.810000000000002
753,Harold Knapp,29,bronze,41.27
754,Francis Kahn,43,silver,98.35
755,Leah Layton,36,silver,29.37
756,Micheal Clarence,37,bronze,34.69
757,Jason Wilson,30,gold,124.62
758,George Fleming,41,bronze,20.48
759,Robert Duckett,38,gold,39.29
760,Albert Bishop,22,silver,9.3
761,Donna Rodriguez,43,silver,81.53
762,Alfred Brackeen,37,silver,34.05
763,Jerry Orear,42,bronze,22.59
764,Joan Perrotta,29,bronze,86.82
765,Laura Robinson,25,bronze,12.94
766,John Feldhaus,40,silver,21.9
767,Gail Hagen,40,bronze,8.01
768,Eleanor Ray,25,gold,32.29
769,Jeffrey Embry,35,bronze,163.59
770,Jose Lane,38,silver,41.42
771,Brittany Caldwell,38,bronze,25.35
772,Emma Dunn,27,silver,25.85
773,Lina Chavez,33,silver,118.92
774,Angela Fernandez,32,bronze,28.83
775,Deangelo Parker,37,bronze,13.01
776,Mark Semaan,24,silver,11.29
777,Anthony Thacker,34,bronze,156.64
778,Shirley Williams,42,bronze,615.03
779,Olimpia Jaworowski,27,gold,65.64
780,Jackie Demetriou,38,gold,24.76
781,Marie Penrose,44,silver,14.870000000000001
782,Marilyn Luong,37,silver,8.1
783,Theodore Downing,35,gold,19.05
784,Susan Wenrich,28,bronze,17.53
785,Victoria Norton,42,bronze,9.26
786,Gloria Martinez,38,gold,22.33
787,Lillie Flamer,36,bronze,10.9
788,Carolyn Smith,41,gold,22.59
789,Daniel Harkness,32,gold,149.65
790,Velma Sauceda,41,bronze,22.939999999999998
791,Anthony Weisinger,28,silver,34.480000000000004
792,Sylvia Robinson,40,gold,12.620000000000001
793,Shirley Tate,33,gold,699.85
794,Mellissa Flores,35,silver,98.37
795,Tammy Sudbeck,40,gold,39.760000000000005
796,Jennifer Bork,29,silver,31.67
797,Andrea Wolfe,29,bronze,6.11
798,Tammy Mccall,44,bronze,34.14
799,Richard England,33,silver,12.93
800,Edward Fulton,30,bronze,6.85
801,Christina Smith,27,bronze,9.93
802,Jose Beal,29,bronze,13.809999999999999
803,Christina Kenworthy,34,silver,5.24
804,Tiffany Crout,40,bronze,16.33
805,Effie Souza,35,bronze,3317.04
806,Elizabeth Monigold,40,silver,14.76
807,Scott Bloom,34,bronze,240.74
808,Jenifer Williams,30,bronze,2168.54
809,Victor Sanchez,45,silver,37.59
810,James Schulz,25,gold,11.66
811,Ricardo Eichmann,35,gold,207.45
812,Bruce Furrow,43,silver,12.690000000000001
813,Michele Simms,40,bronze,89.24
814,Cara Elkins,39,silver,59.47
815,Michael Owens,29,bronze,112.34
816,Matthew Mull,45,gold,15.68
817,Deborah Moore,37,bronze,6100.58
818,Troy Viera,43,silver,22.22
819,Mary Santelli,34,silver,13.09
820,Alejandra Greer,31,bronze,10.16
821,Francisco Richardson,27,bronze,114.67
822,Christopher Church,31,bronze,44.54
823,Joshua Childers,30,bronze,20.14
824,Rebecca Curtis,21,silver,18.5
825,Randy Troke,34,bronze,11.16
826,Christopher Inglis,41,gold,64.45
827,Caitlin Lytle,44,silver,15.34
828,Corey Ransdell,34,bronze,253.34
829,Brenda Holzman,40,gold,85.82
830,Steven Riley,42,silver,32.34
831,Val Mcclellan,43,bronze,73.06
832,Debora Saltsman,41,bronze,128.0
833,Lisa Miller,42,bronze,94.08
834,Gary Brown,27,bronze,143.62
835,Kimberly Alonzo,27,bronze,34.72
836,Harry Williams,23,silver,82.29
837,Laura Black,21,bronze,22.99
838,George Mcdonald,35,bronze,6.55
839,Enola Catchings,28,bronze,173.98
840,Chester Adamitis,45,gold,67.57
841,Andrew Brackett,40,silver,30.22
842,Debra Spencer,40,bronze,165.09
843,Michael Pusey,26,gold,80.87
844,Mark Moore,45,silver,24.98
845,Brian Fudge,36,bronze,70.82
846,Micah Bradley,32,silver,25.23
847,Madelyn Sones,34,bronze,18.66
848,Ellen Reed,25,bronze,20.36
849,Susan Witt,40,bronze,21.32
850,Zachary Mitchell,44,silver,8.81
851,Martha Kimura,37,gold,7.42
852,Jessie Lipscomb,28,bronze,1779.11
853,Hilda Sanderson,38,silver,8.15
854,Tammy Johns,38,gold,9.2
855,Ann Mendoza,26,silver,12.79
856,Chance Whitney,45,silver,26.83
857,Rashad Pickel,29,bronze,5.13
858,Nicole Davis,45,bronze,38.239999999999995
859,Penny Hamlin,32,bronze,12.99
860,Ray Washington,37,bronze,57.1
861,Erinn Monreal,40,silver,30.13
862,Ismael Woomer,35,bronze,309.76
863,William Salas,40,bronze,15.99
864,Linda Lodi,31,bronze,26.81
865,Ted Holt,38,gold,13.0
866,Janie Sawtelle,39,silver,9.14
867,Elaine Contreras,46,silver,22.71
868,Shameka Baskin,33,bronze,111.2
869,Margaret Musante,36,bronze,11.14
870,Wendy Blevins,44,bronze,269.21
871,Karen Graham,40,bronze,10.440000000000001
872,Lizzie Nohel,35,bronze,9.89
873,Deidra Wood,24,bronze,7.02
874,Donald Wisse,37,gold,11.53
875,Jesus Rucker,27,bronze,14.440000000000001
876,Cindy Leclair,42,bronze,1181.04
877,Gerald Hickam,45,bronze,28.34
878,Michele Sullivan,31,bronze,9.38
879,David Rashid,35,silver,15.34
880,Andrea Turner,29,bronze,41.18
881,Maynard Williams,28,bronze,7.73
882,Peggy Cramer,36,bronze,6.08
883,Betty Ferguson,42,bronze,6.51
884,Judith Hankins,46,silver,25.09
885,Adam Gallahan,40,bronze,241.01
886,Maria Knorr,43,silver,84.93
887,Joseph Edgar,37,gold,17.29
888,Carolyn Torno,28,silver,39.22
889,Jamie Nguyen,41,silver,8.17
890,Thomas Grijalva,22,bronze,9.36
891,Anthony Soto,22,bronze,16.009999999999998
892,Kraig Ospina,40,bronze,46.71
893,Dale Woods,39,bronze,21.55
894,Linda Hickerson,42,bronze,85.04
895,Jaime Martin,39,silver,81.24
896,Ashley Langford,45,silver,16.67
897,Corinne Coe,35,silver,61.12
898,Kurt Mcintosh,41,bronze,9.8
899,Amy Medina,37,silver,18.17
900,Douglas Basbas,43,silver,34.629999999999995
901,William Williams,45,silver,14.36
902,Mark Thomas,28,bronze,23.73
903,Alicia Nixon,39,silver,20.59
904,Sheldon Warren,31,bronze,10.52
905,Betty White,34,silver,19.380000000000003
906,Freddy Rice,23,silver,150.42
907,Daniel Volcko,36,silver,8.6
908,James Hughley,40,gold,19.689999999999998
909,Cheryl Buonocore,24,gold,47.94
910,Mildred Smith,20,gold,15.17
911,Sabrina Simon,39,silver,37.96
912,James Stemple,21,gold,81.53
913,Renetta Portillo,36,silver,6.57
914,David Roscoe,22,silver,94.32
915,Stella Wiley,35,silver,38.84
916,Cindy Olewine,40,silver,42.51
917,Ruth Little,36,silver,38.19
918,Eva Ellis,36,silver,23.75
919,James Zamora,37,gold,21.05
920,Timothy Harris,44,bronze,18.17
921,Gladys Johnson,33,silver,16.97
922,Stephanie Franzese,35,silver,10.78
923,Tara Ayala,20,silver,14.72
924,Ginger Mccormick,26,bronze,19.689999999999998
925,Francisco Sultzer,43,bronze,11.34
926,Charlie Wallace,32,silver,30.64
927,Kristy Hasse,28,gold,28.97
928,Harvey Ketcher,30,bronze,21.52
929,Clarice Papen,41,bronze,13.42
930,Douglas Dobson,31,bronze,11.48
931,Celestine Robb,34,bronze,8.58
932,Norris Perez,41,silver,6.49
933,Mila Dakins,40,silver,15.629999999999999
934,Robert Abbate,31,silver,12.96
935,Emelda Hockensmith,38,silver,31.24
936,Melissa Breunig,35,silver,114.71
937,Rose Comer,37,silver,10.79
938,Alfredo Jacques,37,silver,61.05
939,Thelma Lynn,32,gold,29.96
940,Pam Ransom,41,bronze,30.35
941,Colleen Jackson,44,bronze,10.15
942,Ethel Merrigan,38,bronze,56.15
943,Tommy Hernandez,39,gold,17.369999999999997
944,Kasey Phillips,42,silver,25.74
945,Robyn Benefield,25,silver,54.65
946,Linda Brune,41,bronze,447.12
947,Margaret Bookwalter,38,bronze,9.9
948,Louis Talerico,41,bronze,22.45
949,Paul Rasset,29,bronze,103.95
950,Kimberley Martinez,39,silver,312.11
951,Jason Wheeler,41,gold,15.129999999999999
952,Melissa Potter,40,gold,15.78
953,Ronald Ransom,41,bronze,7.37
954,Kendrick Smith,32,bronze,19.89
955,Bryan Bayer,27,gold,23.630000000000003
956,Nancy Creed,27,bronze,21.16
957,Joyce Lardner,41,silver,85.9
958,Kennith Norley,44,bronze,217.26
959,Victoria Sepulveda,29,bronze,5.2
960,Edward Lewis,42,gold,28.83
961,Valentina Shapiro,27,gold,84.8
962,Mona Collins,35,bronze,20.02
963,Edwin Biro,34,bronze,16.72
964,Millie Powell,29,gold,9.379999999999999
965,Jillian Provost,30,gold,14.41
966,Simon Mccall,27,bronze,9.28
967,Alan Burgos,34,bronze,25.42
968,Jeanetta Myers,28,gold,21.78
969,Brett Arthur,42,bronze,22.98
970,Kimberly Cabrera,40,bronze,5.25
971,Rodolfo Reed,37,bronze,191.22
972,Robert Fikes,35,bronze,11.3
973,Darren Thomas,30,bronze,7.01
974,Tracy Smith,27,bronze,77.19
975,Cynthia Humphries,24,silver,48.14
976,Deborah Sturmer,40,bronze,12.86
977,Susan Bennett,38,bronze,464.49
978,Scott Crutchfield,42,silver,33.260000000000005
979,Bradley Morrow,44,silver,23.14
980,Margaret Webb,35,bronze,7.07
981,Penny Sherman,36,bronze,550.28
982,Hazel Knotts,26,bronze,11.95
983,Raymond Hooks,40,bronze,14.16
984,Gloria Lewis,20,bronze,5.53
985,Katherine Burgos,42,silver,52.96
986,Phillip Skinner,27,bronze,56.75
987,Jeff Townsend,21,silver,12.370000000000001
988,Cheryl Twigg,42,bronze,12.42
989,Brenda Mayberry,34,bronze,10.17
990,Kasandra Sherman,44,silver,10.6
991,Jerry Jones,37,bronze,8.01
992,Frankie Alvarez,41,gold,16.92
993,Henry Horn,35,silver,9.06
994,Jason Ruthledge,32,gold,8.51
995,Eliza Simpson,40,bronze,9.75
996,Harold Stinson,39,bronze,34.78
997,William Maher,36,bronze,16.32
998,Patricia Summers,36,silver,18.810000000000002
999,Kenneth Knight,35,gold,58.49
1000,Lisa Cain,24,bronze,16.04
1001,Maryann Rose,40,gold,25.87
1002,Felicia Zimmerman,40,gold,46.42
1003,Reina Benedetto,24,bronze,14.84
1004,Neal Albers,21,gold,44.22
1005,Leonard Silveri,40,bronze,11.49
1006,Pete Hanners,37,bronze,360.29
1007,Glenda Besse,35,bronze,8.93
1008,Luis Broadway,39,silver,14.98
1009,Don Frank,30,bronze,44.39
1010,Lawrence Carlson,30,silver,28.2
1011,Paul Seed,41,gold,11.04
1012,Heather Heagney,29,bronze,40.67
1013,Bruce Powell,35,bronze,8.96
1014,Lisa Warhurst,38,bronze,114.27
1015,Sean Rhodes,36,gold,48.06
1016,Karine Cerny,30,silver,40.86
1017,Della Arroyo,41,silver,28.13
1018,Juan Obrien,29,gold,10.23
1019,James Hardison,28,bronze,27.14
1020,John Riley,42,silver,20.490000000000002
1021,Elvira Swinney,25,bronze,55.48
1022,Armando Jolivette,46,bronze,99.34
1023,Dana Schooler,28,silver,55.56
1024,Harold Icardo,38,bronze,8.52
1025,Robert Green,42,silver,16.21
1026,June Freeman,39,bronze,5.12
1027,Enriqueta Jackson,42,bronze,9.36
1028,Lee Iser,40,bronze,18.68
1029,Charlotte Nickolas,24,bronze,7.17
1030,Bryon Hogan,40,bronze,43.52
1031,Natalie Hays,35,bronze,17.11
1032,Esther Brown,41,silver,12.93
1033,Sylvia Williams,45,silver,26.87
1034,Willie Gordon,43,bronze,20.15
1035,Michael Akin,27,gold,8.58
1036,Dorian Rodriguez,36,bronze,8.05
1037,Benjamin Cocola,41,bronze,10.37
1038,Estela Ferguson,38,silver,32.120000000000005
1039,Jacqueline Stratton,37,gold,7.01
1040,Mary Whitehead,40,silver,66.0
1041,Edwin Hurd,45,silver,53.9
1042,Eric Vasquez,29,bronze,31.7
1043,Rose Henry,36,bronze,7.57
1044,Ronald Mccormick,35,silver,27.77
1045,Kim Gordon,36,silver,28.85
1046,Joanne Thompson,42,bronze,9.16
1047,James Kenny,32,gold,2139.1
1048,David Lafferty,46,silver,32.239999999999995
1049,Donald Valentin,36,bronze,46.21
1050,James Aguilar,40,bronze,76.71
1051,Mark Boyer,30,bronze,163.46
1052,Benny Simon,31,bronze,10.44
1053,Rhonda Johnson,28,bronze,6.93
1054,Andrew Mcneill,26,bronze,5.73
1055,Jeanne Harker,39,silver,180.53
1056,Jim Stone,40,gold,55.13
1057,Brent Nance,31,silver,173.79
1058,Edna Becker,34,bronze,50.64
1059,George Ugalde,43,silver,16.68
1060,Jean Mayhew,38,gold,15.18
1061,Kathy Garlington,39,bronze,13.15
1062,Bobbie Murphy,42,bronze,7.73
1063,Dorothy Allen,43,gold,72.45
1064,Thomas Woodard,33,silver,6.83
1065,Jonathan Irish,37,bronze,23.14
1066,Anthony Dwyer,39,silver,19.57
1067,Zachary Fournier,41,bronze,5.46
1068,James Montero,40,bronze,10.68
1069,Connie Foster,45,gold,28.39
1070,Joy Newport,36,bronze,16.2
1071,Lynnette Saenz,28,gold,9.26
1072,Erika Burlin,28,bronze,9.809999999999999
1073,William Murray,34,bronze,6.86
1074,Ben Baumgartner,35,bronze,376.31
1075,Tara Chambers,44,silver,7.12
1076,Nathan Corral,36,gold,9.48
1077,Howard Jones,25,bronze,9.06
1078,Marla Volk,25,bronze,29.25
1079,Leslie Means,38,gold,8.01
1080,James Brady,28,silver,202.05
1081,Nikki Harris,29,silver,27.8
1082,Ethel Cook,25,gold,10.0
1083,Charles Cavazos,38,bronze,12.89
1084,William Kochan,23,gold,6.11
1085,Doris Sparks,34,bronze,191.16
1086,William Standley,45,silver,108.38
1087,Maxine Wright,42,silver,98.87
1088,Rita Morrell,27,bronze,10.07
1089,Manuela Quadnau,43,bronze,39.7
1090,James Miner,35,bronze,43.72
1091,Isabel Cubbage,34,silver,44.53
1092,Laura Alston,41,gold,18.75
1093,Alana Raya,39,silver,121.76
1094,Debra Darnell,34,silver,31.33
1095,Don Levasseur,40,silver,1359.4
1096,Sharon Meyer,28,bronze,6.16
1097,John Bennett,21,bronze,237.37
1098,Cynthia Milner,36,silver,81.53
1099,Daniel Gutierrez,38,silver,20.060000000000002
1100,Joann Lasch,45,silver,18.54
1101,Shannon Johns,40,gold,18.6
1102,Donald Henry,40,silver,60.68
1103,Jeremy Leake,36,bronze,10.44
1104,Kimberly Grudem,33,silver,7.32
1105,Rhoda Smith,30,bronze,50.32
1106,Charles Pearson,29,gold,18.560000000000002
1107,Dorothy Hopkins,26,bronze,10.15
1108,Joshua Ely,37,bronze,12.620000000000001
1109,David Young,30,silver,96.94
1110,Nicholas Rodriguez,32,silver,12.43
1111,Michael Maxwell,37,bronze,30.08
1112,Mary Nelson,42,bronze,104.31
1113,Kathleen Morgan,22,gold,13.67
1114,Jose Allen,32,bronze,6.96
1115,Millard Byrd,34,bronze,17.4
1116,Tiny Burris,36,bronze,5.58
1117,Shannon Dwyer,34,gold,14.24
1118,Winston Hill,32,bronze,521.03
1119,Craig Reyes,20,bronze,2824.59
1120,Glenda Voelker,34,bronze,10.02
1121,Sarah Urbanski,41,silver,57.88
1122,Jeff Smith,41,bronze,181.83
1123,Lois Enos,27,gold,14.3
1124,Alice Jones,44,silver,150.93
1125,Daniel Mapp,43,silver,9.61
1126,Bert Rosales,34,bronze,19.939999999999998
1127,Frank Gomez,33,bronze,30.97
1128,Brian Lacy,40,gold,16.33
1129,Norma Chenault,35,silver,9.28
1130,John Quinones,22,bronze,7.48
1131,John Auld,30,bronze,18.39
1132,Brandon Nunn,23,silver,33.14
1133,Carmela Cloud,34,silver,18.07
1134,Heather Fuller,41,bronze,24.18
1135,Edward Carter,41,gold,19.18
1136,George Murry,38,bronze,2158.65
1137,Doug Ruckman,23,bronze,36.480000000000004
1138,Annie Jenkins,29,silver,55.8
1139,Tiffany Dragon,45,bronze,41.2
1140,Mark Flores,33,bronze,6.18
1141,Joseph Watford,30,bronze,6.74
1142,Brooke Garvin,31,bronze,6.67
1143,Dawn Kessler,31,bronze,42.36
1144,Willie Hyden,40,bronze,12.0
1145,Cathy Sayler,25,bronze,8.61
1146,Julia Guardado,37,bronze,28.25
1147,Myrtle Gaines,37,bronze,28.74
1148,Lora Jones,24,gold,8.02
1149,Dorothy Smith,32,bronze,10.48
1150,Leonardo Anderson,30,silver,66.2
1151,Meta Tandy,36,bronze,16.06
1152,Victor Campbell,31,silver,25.78
1153,Billy Yonkoske,38,silver,15.1
1154,Susan Sadan,39,silver,28.53
1155,Brian Hargett,28,gold,16.740000000000002
1156,Jason Bolger,28,bronze,9.16
1157,Rosa Briscoe,35,silver,42.97
1158,Heather Fulmer,35,silver,13.48
1159,Marion Garrick,23,silver,321.6
1160,Glen Nelson,31,bronze,12.030000000000001
1161,Charles Sylvester,30,bronze,8.65
1162,Harold Espinoza,42,gold,11.219999999999999
1163,Robert Kawamoto,21,bronze,18.41
1164,Edward Burnell,41,silver,34.5
1165,Joan Griffin,25,bronze,3128.63
1166,Shawn Goad,33,bronze,9.07
1167,Ethan Sanchez,25,bronze,45.88
1168,Lucinda Blatz,46,gold,14.43
1169,Ralph Arnold,26,bronze,8.22
1170,Paul Wilkerson,32,gold,67.50999999999999
1171,James Johnson,33,gold,2706.02
1172,Mary Williams,34,gold,18.61
1173,Robert Ricardo,26,bronze,7.05
1174,Evan Watson,39,bronze,124.6
1175,Bradley Goudreau,39,bronze,152.18
1176,Larry Rhodes,42,gold,25.58
1177,Paul Hatfield,21,bronze,37.48
1178,Shawn Rocha,39,silver,30.49
1179,Ron Knightly,25,gold,135.03
1180,Steven Lopez,32,bronze,10.53
1181,Cynthia Clark,26,bronze,244.42
1182,Sarah Graves,29,silver,7.0600000000000005
1183,Leo Silva,30,gold,13.440000000000001
1184,Valentin Tague,41,bronze,13.120000000000001
1185,Jennifer Mccracken,28,bronze,3037.72
1186,Kristin Patenaude,39,silver,12.73
1187,Angela Lewis,39,bronze,8.09
1188,Kathryn Disimone,38,bronze,9.31
1189,Harold Loven,23,bronze,6.01
1190,Frank Levesque,35,bronze,22.57
1191,Marie Siler,42,bronze,16.09
1192,Wesley Walko,27,silver,11.49
1193,Steven Simpson,24,silver,31.36
1194,Crystal Keena,35,bronze,13.73
1195,Boyd Hill,24,silver,54.47
1196,Erik West,33,bronze,8.81
1197,James Smith,41,bronze,38.79
1198,Ester Cantua,30,silver,116.14
1199,Alexander Hill,38,silver,31.55
1200,Kevin Hawkins,24,bronze,58.3
1201,Mary Cuthbert,26,silver,7.57
1202,Thomas Pignone,24,bronze,61.71
1203,Sara Wentz,32,silver,12.18
1204,Victoria Baird,41,silver,13.75
1205,Richard Cash,33,bronze,280.79
1206,Hector Downard,37,gold,26.28
1207,Gary Williams,19,silver,10.47
1208,Ronald Scruggs,33,gold,118.16
1209,Clarita Skinner,44,silver,30.14
1210,Joann Roberts,29,silver,2500.86
1211,David Schoolcraft,27,silver,20.98
1212,Martha Jacoby,34,silver,41.19
1213,Chris Allen,41,silver,24.009999999999998
1214,Jason Rowe,38,bronze,10.16
1215,Leslie Smith,23,bronze,28.74
1216,Cassandra Boender,37,silver,15.73
1217,Dolores Winner,42,silver,133.49
1218,Nolan Schaffer,29,bronze,14.76
1219,Charles Bjork,37,silver,6.0600000000000005
1220,Travis Mccowan,29,bronze,237.98
1221,James Lee,31,bronze,57.75
1222,Brenda Isenberg,29,silver,5.17
1223,Steven Johnson,39,bronze,9.98
1224,Clifton Measheaw,42,silver,33.54
1225,Matthew Cole,32,bronze,7.19
1226,Tim Howard,37,bronze,7.72
1227,Harriet Michalski,41,silver,12.33
1228,Kenneth Heuschkel,33,bronze,21.29
1229,Geraldine Hutto,38,gold,13.969999999999999
1230,Dawn Williams,29,bronze,244.33
1231,Ginger Greis,25,silver,12.8
1232,Nicholas Hopper,36,bronze,77.71
1233,Jerry Adorno,23,bronze,15.809999999999999
1234,Sandra Finley,42,bronze,6.28
1235,Regina Holden,38,gold,115.48
1236,Donn Rhoads,36,bronze,12.85
1237,Stephen Soileau,27,silver,18.28
1238,Patricia Toothaker,31,bronze,47.12
1239,Michael Cantley,36,gold,29.0
1240,Rose Barthelemy,38,bronze,14.42
1241,Janis Robidoux,29,bronze,84.65
1242,Clarence Glover,41,gold,716.88
1243,Clyde Kittle,26,silver,32.72
1244,Daniel Brenton,22,bronze,15.99
1245,Wanda Scarbrough,35,bronze,11.22
1246,Thelma Gray,29,silver,10.6
1247,Kim Ruelas,42,silver,19.53
1248,Magnolia Keegan,36,bronze,23.27
1249,Jennifer Young,40,silver,35.370000000000005
1250,Concetta Whitehead,35,silver,429.63
1251,Lorraine Hansen,29,silver,54.93
1252,Gladys Gajewski,35,bronze,25.01
1253,Jason Carroll,44,gold,15.31
1254,Debbie Martinez,33,silver,133.98000000000002
1255,Gloria Lattea,34,bronze,33.46
1256,Donald Smith,37,silver,176.61
1257,Barry Bowen,41,bronze,16.009999999999998
1258,Jeanne Kriegel,34,bronze,10.0
1259,Thomas Wagner,39,bronze,70.78
1260,Edward Gumbs,31,bronze,465.13
1261,Emma Perez,33,silver,9.27
1262,Felicita Johnson,30,silver,36.05
1263,Victor Dillon,42,silver,17.15
1264,Justin Kruckenberg,26,bronze,7.23
1265,Lynn Siverling,28,bronze,8.09
1266,Savannah Soto,34,bronze,1410.25
1267,Robert Klug,42,gold,101.21
1268,Jessica Mclain,45,silver,76.87
1269,Tina Edwards,26,bronze,30.12
1270,Ruth Brown,26,silver,90.91
1271,Karl Green,36,silver,19.96
1272,Karen Lee,36,bronze,10.35
1273,Rachelle Baker,34,gold,15.82
1274,Harold Ivy,41,silver,21.97
1275,Vincent Washington,33,bronze,65.97
1276,Robert Hitch,40,silver,75.9
1277,Cayla Teaff,38,bronze,55.01
1278,Kevin Hitt,39,silver,68.08
1279,Alicia Holder,33,bronze,20.35
1280,Joshua Dickinson,23,bronze,18.11
1281,Jason Morales,36,silver,904.94
1282,Derrick Young,35,bronze,115.81
1283,Cheryl Brown,40,silver,8.3
1284,Richie Schmidt,27,silver,7.18
1285,Brian Kenworthy,37,silver,18.39
